13336.00|-3560.00|7840.00|-1946.00|4095.00|-613.00|0.05|0.87|-10.36|37.629673|127.077934|99.98|161.01|26.30|76.60|280067|
12692.00|-2264.00|3900.00|-79.00|-1519.00|-1552.00|0.05|0.87|-10.35|37.629673|127.077934|99.98|161.16|26.30|76.60|280291|
17192.00|-1560.00|7748.00|1921.00|-2108.00|-539.00|0.05|0.87|-10.31|37.629673|127.077934|99.98|160.78|26.30|76.60|280520|
12780.00|-1884.00|4752.00|1584.00|-1184.00|1703.00|0.05|0.87|-10.38|37.629673|127.077934|99.98|160.85|26.30|76.60|280755|
17340.00|-3420.00|6736.00|-494.00|-1276.00|740.00|0.05|0.87|-10.43|37.629673|127.077934|99.98|160.82|26.30|76.60|280980|
15056.00|-4416.00|5948.00|-2232.00|275.00|-816.00|0.28|-1.21|-10.50|37.629657|127.077949|99.98|161.02|26.30|76.60|281199|
15196.00|-3272.00|4800.00|-909.00|-1420.00|-1846.00|0.28|-1.21|-10.49|37.629657|127.077949|99.98|160.93|26.30|76.60|281423|
17828.00|-3924.00|6884.00|1300.00|5377.00|867.00|0.28|-1.21|-10.51|37.629657|127.077949|99.98|160.94|26.30|76.60|281656|
13060.00|-2516.00|4772.00|1059.00|-851.00|1022.00|0.28|-1.21|-10.51|37.629657|127.077949|99.98|160.80|26.30|76.60|281884|
16660.00|-3888.00|6840.00|-1882.00|-3827.00|230.00|0.25|-1.08|-10.47|37.629650|127.077941|99.98|160.92|26.30|76.60|282115|
13940.00|-3624.00|4648.00|-2041.00|2116.00|-1556.00|0.25|-1.08|-10.50|37.629650|127.077941|99.98|161.02|26.30|76.60|282341|
16244.00|-3184.00|5684.00|-8.00|224.00|-415.00|0.25|-1.08|-10.54|37.629650|127.077941|99.98|161.04|26.30|76.60|282573|
12400.00|-2092.00|6200.00|3295.00|-2536.00|855.00|0.25|-1.08|-10.49|37.629650|127.077941|99.98|160.80|26.30|76.60|282801|
14780.00|-2420.00|3668.00|647.00|865.00|763.00|0.00|-1.68|-10.36|37.629608|127.077934|99.98|161.08|26.30|76.60|283025|
17776.00|-4596.00|9540.00|-582.00|4786.00|887.00|0.00|-1.68|-10.53|37.629608|127.077934|99.98|160.77|26.30|76.60|283241|
11748.00|-3412.00|5508.00|-1432.00|-307.00|-2120.00|0.00|-1.68|-10.52|37.629608|127.077934|99.98|160.96|26.30|76.60|283464|
15660.00|-2260.00|8272.00|-1742.00|159.00|-277.00|0.00|-1.68|-10.29|37.629608|127.077934|99.98|160.75|26.30|76.60|283696|
14892.00|-2128.00|4924.00|2294.00|-1669.00|2042.00|0.00|-1.68|-10.33|37.629608|127.077934|99.98|161.02|26.30|76.60|283926|
15372.00|-2988.00|4236.00|12.00|83.00|788.00|0.00|-1.68|-10.42|37.629600|127.077926|99.98|160.82|26.30|76.60|284147|
15116.00|-5172.00|8808.00|-2604.00|4900.00|-704.00|0.00|-1.68|-10.50|37.629600|127.077926|99.98|160.82|26.30|76.60|284363|
13140.00|-3668.00|4384.00|-1319.00|-183.00|-1930.00|0.00|-1.68|-10.35|37.629600|127.077926|99.98|160.98|26.30|76.60|284595|
17216.00|-2848.00|5584.00|-455.00|-1705.00|334.00|0.00|-1.68|-10.38|37.629600|127.077926|99.98|160.82|26.30|76.60|284833|
12388.00|-2960.00|4628.00|2037.00|-1289.00|1425.00|-0.33|-1.73|-10.44|37.629577|127.077919|99.98|160.78|26.30|76.60|285059|
16076.00|-3696.00|3816.00|538.00|-147.00|-140.00|-0.33|-1.73|-10.44|37.629577|127.077919|99.98|160.84|26.30|76.60|285284|
13196.00|-5096.00|6064.00|-1986.00|-915.00|-272.00|-0.33|-1.73|-10.54|37.629577|127.077919|99.98|160.86|26.30|76.60|285513|
13788.00|-2996.00|3412.00|-37.00|194.00|-1612.00|-0.33|-1.73|-10.40|37.629577|127.077919|99.98|161.11|26.30|76.60|285745|
20276.00|-3968.00|7140.00|1566.00|6899.00|-42.00|-0.33|-1.73|-10.49|37.629577|127.077919|99.98|160.98|26.30|76.60|285975|
12800.00|-2436.00|4244.00|1742.00|-2371.00|1918.00|-0.36|-1.82|-10.34|37.629550|127.077919|99.98|161.05|26.30|76.60|286194|
17564.00|-4436.00|5772.00|-1462.00|-421.00|334.00|-0.36|-1.82|-10.46|37.629550|127.077919|99.98|160.94|26.30|76.60|286422|
13212.00|-3544.00|5076.00|-1768.00|2007.00|-1884.00|-0.36|-1.82|-10.51|37.629550|127.077919|99.98|160.94|26.30|76.60|286653|
16568.00|-3120.00|5260.00|302.00|-1547.00|-1063.00|-0.36|-1.82|-10.54|37.629550|127.077919|99.98|160.89|26.30|76.60|286894|
12616.00|-1680.00|6772.00|2022.00|-1154.00|1066.00|-0.36|-1.82|-10.48|37.629550|127.077919|99.98|160.85|26.30|76.60|287122|
14996.00|-2032.00|3172.00|278.00|-166.00|1491.00|-0.36|-1.82|-10.46|37.629550|127.077919|99.98|160.89|26.30|76.60|287347|
20188.00|-4888.00|7100.00|-1202.00|1386.00|-130.00|-0.36|-1.82|-10.42|37.629550|127.077919|99.98|160.93|26.30|76.60|287571|
12260.00|-3092.00|3936.00|-1058.00|-1657.00|-1123.00|-0.36|-1.82|-10.45|37.629550|127.077919|99.98|160.93|26.30|76.60|287804|
17364.00|-3340.00|5716.00|-97.00|-1985.00|466.00|-0.26|-1.29|-10.43|37.629539|127.077903|99.98|160.69|26.30|76.60|288041|
14904.00|-2320.00|5356.00|2098.00|-235.00|1341.00|-0.26|-1.29|-10.51|37.629539|127.077903|99.98|161.09|26.30|76.60|288261|
15320.00|-3696.00|4432.00|94.00|-861.00|1230.00|-0.26|-1.29|-10.51|37.629539|127.077903|99.98|160.63|26.30|76.60|288488|
12804.00|-4484.00|6672.00|399.00|-782.00|-1563.00|-0.26|-1.29|-10.53|37.629539|127.077903|99.98|160.97|26.30|76.60|288716|
13956.00|-2972.00|3904.00|-23.00|-514.00|-2221.00|-0.26|-1.29|-10.52|37.629539|127.077903|99.98|160.82|26.30|76.60|288953|
20608.00|-3192.00|7576.00|995.00|2590.00|293.00|-0.26|-1.29|-10.43|37.629539|127.077903|99.98|161.00|26.30|76.60|289180|
12980.00|-1896.00|4940.00|1622.00|-531.00|1058.00|-0.26|-1.29|-10.41|37.629539|127.077903|99.98|160.95|26.30|76.60|289399|
17364.00|-2720.00|7008.00|-1548.00|-922.00|-401.00|-0.26|-1.29|-10.48|37.629539|127.077903|99.98|161.07|26.30|76.60|289626|
13492.00|-3112.00|5352.00|-1850.00|1508.00|-776.00|-0.26|-1.29|-10.53|37.629539|127.077903|99.98|160.91|26.30|76.60|289858|
15536.00|-3008.00|6140.00|157.00|338.00|-48.00|-0.17|-1.51|-10.33|37.629493|127.077911|99.98|160.96|26.30|76.60|290092|
12084.00|-1352.00|6332.00|2144.00|-732.00|938.00|-0.17|-1.51|-10.46|37.629493|127.077911|99.98|160.73|26.30|76.60|290308|
15744.00|-1072.00|4192.00|1036.00|-2076.00|1080.00|-0.17|-1.51|-10.38|37.629493|127.077911|99.98|160.85|26.30|76.60|290532|
19420.00|-4112.00|7816.00|-1655.00|5030.00|-675.00|-0.17|-1.51|-10.51|37.629493|127.077911|99.98|160.76|26.30|76.70|290766|
12716.00|-3072.00|4500.00|-839.00|1016.00|-1275.00|-0.17|-1.51|-10.33|37.629493|127.077911|99.98|160.90|26.30|76.70|291005|
17456.00|-1876.00|7380.00|-82.00|-1074.00|-484.00|-0.13|-1.13|-10.39|37.629497|127.077903|99.98|160.97|26.30|76.70|291228|
14700.00|-2116.00|4924.00|2653.00|2512.00|282.00|-0.13|-1.13|-10.35|37.629497|127.077903|99.98|161.12|26.30|76.70|291452|
17272.00|-1772.00|5132.00|1038.00|-720.00|1260.00|-0.13|-1.13|-10.50|37.629497|127.077903|99.98|161.10|26.30|76.70|291678|
11024.00|-3512.00|7276.00|-521.00|-3088.00|-924.00|-0.13|-1.13|-10.42|37.629497|127.077903|99.98|160.99|26.30|76.70|291908|
14036.00|-2832.00|4604.00|590.00|1850.00|-400.00|-0.13|-1.13|-10.53|37.629508|127.077888|99.98|161.23|26.30|76.70|292140|
20620.00|-2468.00|8432.00|429.00|-1381.00|664.00|-0.13|-1.13|-10.44|37.629508|127.077888|99.98|160.87|26.30|76.70|292360|
11576.00|-1884.00|5292.00|1968.00|2948.00|579.00|-0.13|-1.13|-10.55|37.629508|127.077888|99.98|161.09|26.30|76.70|292584|
18924.00|-2236.00|6528.00|-208.00|-174.00|422.00|-0.13|-1.13|-10.51|37.629508|127.077888|99.98|160.84|26.30|76.70|292814|
13588.00|-2376.00|6076.00|-1807.00|-907.00|-365.00|-0.10|-0.87|-10.50|37.629508|127.077873|99.98|160.89|26.30|76.70|293057|
14640.00|-2176.00|4596.00|-6.00|-2325.00|-765.00|-0.10|-0.87|-10.55|37.629508|127.077873|99.98|160.97|26.30|76.70|293279|
11716.00|-2456.00|7532.00|1342.00|7363.00|875.00|-0.10|-0.87|-10.59|37.629508|127.077873|99.98|160.98|26.30|76.70|293501|
14480.00|-1840.00|4104.00|451.00|-2692.00|1127.00|-0.10|-0.87|-10.56|37.629508|127.077873|99.98|161.05|26.30|76.70|293727|
18248.00|-3336.00|7052.00|-776.00|934.00|622.00|-0.10|-0.87|-10.57|37.629508|127.077873|99.98|160.82|26.30|76.70|293957|
12360.00|-2800.00|4636.00|-1939.00|-835.00|-1020.00|-0.04|-0.37|-10.56|37.629505|127.077880|99.98|161.03|26.30|76.70|294182|
17500.00|-2648.00|4976.00|-345.00|-2800.00|-1040.00|-0.04|-0.37|-10.59|37.629505|127.077880|99.98|160.78|26.30|76.70|294408|
15908.00|-1664.00|6212.00|1591.00|-1385.00|683.00|-0.04|-0.37|-10.55|37.629505|127.077880|99.98|161.04|26.30|76.70|294639|
15852.00|-2652.00|4132.00|-581.00|481.00|1147.00|-0.04|-0.37|-10.59|37.629505|127.077880|99.98|160.95|26.30|76.90|294870|
11360.00|-4372.00|6808.00|-978.00|985.00|-635.00|-0.05|-0.42|-10.59|37.629467|127.077888|99.98|160.95|26.30|76.90|295108|
12984.00|-3148.00|4368.00|-882.00|549.00|-1494.00|-0.05|-0.42|-10.48|37.629467|127.077888|99.98|160.70|26.30|76.90|295326|
17952.00|-2616.00|5128.00|-598.00|-2061.00|-322.00|-0.05|-0.42|-10.57|37.629467|127.077888|99.98|160.85|26.30|76.90|295550|
12292.00|-1740.00|4832.00|2118.00|-1520.00|957.00|-0.05|-0.42|-10.57|37.629467|127.077888|99.98|160.94|26.30|76.90|295780|
17852.00|-3292.00|5292.00|354.00|-1479.00|1229.00|-0.07|-0.64|-10.53|37.629478|127.077865|99.98|160.89|26.30|76.90|296011|
15508.00|-3436.00|5576.00|-1056.00|-5418.00|-399.00|-0.07|-0.64|-10.59|37.629478|127.077865|99.98|160.74|26.30|76.90|296242|
14068.00|-3136.00|1380.00|-804.00|654.00|-1332.00|-0.07|-0.64|-10.55|37.629478|127.077865|99.98|160.90|26.30|76.90|296467|
18708.00|-4000.00|4168.00|774.00|417.00|2636.00|-0.07|-0.64|-10.53|37.629478|127.077865|99.98|161.00|26.30|76.90|296694|
13736.00|-2992.00|2456.00|627.00|-858.00|-346.00|-0.07|-0.64|-10.60|37.629478|127.077865|99.98|160.88|26.30|77.10|296921|
18184.00|-3896.00|3336.00|-918.00|-334.00|-1319.00|-0.07|-0.64|-10.53|37.629478|127.077865|99.98|160.84|26.30|77.10|297159|
13864.00|-2668.00|3028.00|-1755.00|1703.00|-1551.00|-0.07|-0.64|-10.59|37.629478|127.077865|99.98|160.90|26.30|77.10|297381|
16192.00|-2480.00|2932.00|-166.00|-954.00|-781.00|-0.07|-0.64|-10.55|37.629478|127.077865|99.98|160.93|26.30|77.10|297611|
13032.00|-1276.00|4216.00|1657.00|-1992.00|1381.00|-0.07|-0.64|-10.51|37.629478|127.077865|99.98|161.08|26.30|77.10|297838|
15568.00|-1816.00|2532.00|704.00|-1327.00|766.00|0.03|0.50|-10.55|37.629455|127.077865|99.98|160.89|26.30|77.10|298071|
19232.00|-4280.00|5580.00|-971.00|5581.00|-412.00|0.03|0.50|-10.55|37.629455|127.077865|99.98|161.03|26.30|77.10|298295|
14068.00|-2308.00|3660.00|-1429.00|-242.00|-997.00|0.03|0.50|-10.57|37.629455|127.077865|99.98|161.36|26.30|77.10|298512|
17344.00|-2572.00|5036.00|244.00|-1357.00|-48.00|0.03|0.50|-10.58|37.629455|127.077865|99.98|161.05|26.30|77.10|298738|
14408.00|-2060.00|5060.00|1896.00|1083.00|1237.00|0.03|0.50|-10.59|37.629455|127.077865|99.98|161.13|26.30|77.30|298962|
18772.00|-3608.00|2204.00|359.00|-3583.00|-232.00|0.03|0.50|-10.53|37.629455|127.077865|99.98|161.05|26.30|77.30|299198|
11704.00|-3736.00|5216.00|-1564.00|776.00|245.00|0.03|0.50|-10.57|37.629455|127.077865|99.98|161.04|26.30|77.30|299415|
13952.00|-3140.00|2300.00|-720.00|-806.00|-912.00|0.03|0.50|-10.57|37.629455|127.077865|99.98|160.86|26.30|77.30|299638|
20888.00|-3116.00|6000.00|764.00|-3870.00|-85.00|0.03|0.50|-10.50|37.629455|127.077865|99.98|160.78|26.30|77.30|299860|
12448.00|-2500.00|4052.00|1382.00|2367.00|205.00|0.05|0.98|-10.55|37.629394|127.077857|99.98|160.89|26.30|77.30|300086|
18228.00|-3076.00|3520.00|-569.00|-1110.00|-390.00|0.05|0.98|-10.56|37.629394|127.077857|99.98|161.13|26.30|77.30|300310|
14972.00|-3696.00|5752.00|-1923.00|1800.00|-545.00|0.05|0.98|-10.56|37.629394|127.077857|99.98|160.91|26.30|77.30|300529|
15208.00|-2260.00|2932.00|-297.00|903.00|-552.00|0.05|0.98|-10.54|37.629394|127.077857|99.98|160.92|26.30|77.30|300754|
20360.00|-3572.00|5768.00|1557.00|7209.00|227.00|0.05|0.98|-10.53|37.629394|127.077857|99.98|161.01|26.40|77.50|300976|
12888.00|-2088.00|5136.00|1966.00|-607.00|1771.00|0.06|1.10|-10.62|37.629375|127.077865|99.98|160.76|26.40|77.50|301195|
18632.00|-3836.00|6068.00|-451.00|-1765.00|869.00|0.06|1.10|-10.55|37.629375|127.077865|99.98|160.94|26.40|77.50|301419|
11728.00|-4568.00|4132.00|-1717.00|3250.00|-597.00|0.06|1.10|-10.57|37.629375|127.077865|99.98|160.68|26.40|77.50|301636|
14780.00|-3320.00|4856.00|-778.00|-1449.00|-27.00|0.06|1.10|-10.57|37.629375|127.077865|99.98|160.85|26.40|77.50|301857|
